UnderlyingSymbol,UnderlyingPrice,OptionSymbol,DataDate,Last,Delta,Vega,Multiplier,Signal
AAPL,209.01,AAPL191115C00295000,08/29/2019,0.06,0.0085,2.2228,100,1
AAPL,209.01,AAPL191115P00295000,08/29/2019,0,-0.9984,0.4877,100,-1
AAPL,209.01,AAPL191115C00300000,08/29/2019,0.04,0.0047,1.3053,100,1
AAPL,209.01,AAPL191115P00300000,08/29/2019,0,-0.999,0.3106,100,1
AAPL,209.01,AAPL191220C00115000,08/29/2019,0,0.9998,0.1004,100,1
AAPL,209.01,AAPL191220P00115000,08/29/2019,0,-0.0104,3.1922,100,-1
AAPL,209.01,AAPL191220C00120000,08/29/2019,0,0.9994,0.2262,100,1
AAPL,209.01,AAPL191220P00120000,08/29/2019,0,-0.0135,3.9995,100,-1
AAPL,209.01,AAPL191220C00125000,08/29/2019,0,0.9988,0.4673,100,1
AAPL,209.01,AAPL191220P00125000,08/29/2019,0,-0.017,4.8936,100,1
AAPL,209.01,AAPL191220C00130000,08/29/2019,0,0.9975,0.8924,100,1
AAPL,209.01,AAPL191220P00130000,08/29/2019,0.49,-0.022,6.0899,100,1
AAPL,209.01,AAPL191220C00135000,08/29/2019,0,0.9953,1.5878,100,-1
AAPL,209.01,AAPL191220P00135000,08/29/2019,0.77,-0.0275,7.3278,100,1
AAPL,209.01,AAPL191220C00140000,08/29/2019,69.72,0.9916,2.6501,100,1
AAPL,209.01,AAPL191220P00140000,08/29/2019,0.97,-0.0344,8.8349,100,1
AAPL,209.01,AAPL191220C00145000,08/29/2019,0,0.9859,4.174,100,1
AAPL,209.01,AAPL191220P00145000,08/29/2019,1.21,-0.0429,10.57,100,-1
AAPL,209.01,AAPL191220C00150000,08/29/2019,60.46,0.9774,6.2368,100,-1
AAPL,209.01,AAPL191220P00150000,08/29/2019,1.15,-0.0531,12.5512,100,-1
AAPL,209.01,AAPL191220C00155000,08/29/2019,54.9,0.9654,8.8818,100,1
AAPL,209.01,AAPL191220P00155000,08/29/2019,1.82,-0.0654,14.7708,100,-1
AAPL,209.01,AAPL191220C00160000,08/29/2019,48.7,0.9492,12.1054,100,1
AAPL,209.01,AAPL191220P00160000,08/29/2019,2.23,-0.0796,17.1737,100,-1
AAPL,209.01,AAPL191220C00165000,08/29/2019,44.82,0.9306,15.4626,100,1
AAPL,209.01,AAPL191220P00165000,08/29/2019,2.21,-0.0992,20.2327,100,1
AAPL,209.01,AAPL191220C00170000,08/29/2019,0,0.9008,20.2233,100,-1
AAPL,209.01,AAPL191220P00170000,08/29/2019,2.85,-0.1211,23.3406,100,-1
AAPL,209.01,AAPL191220C00175000,08/29/2019,38.7,0.8692,24.6366,100,1
AAPL,209.01,AAPL191220P00175000,08/29/2019,3.3,-0.1468,26.6522,100,-1
AAPL,209.01,AAPL191220C00180000,08/29/2019,30.45,0.8343,28.862,100,-1
AAPL,209.01,AAPL191220P00180000,08/29/2019,4.25,-0.1783,30.2393,100,-1
AAPL,209.01,AAPL191220C00185000,08/29/2019,29.25,0.7993,32.5332,100,1
AAPL,209.01,AAPL191220P00185000,08/29/2019,5.12,-0.2129,33.6887,100,1
AAPL,209.01,AAPL191220C00190000,08/29/2019,25.4,0.7561,36.3645,100,-1
AAPL,209.01,AAPL191220P00190000,08/29/2019,6.33,-0.254,37.1527,100,-1
AAPL,209.01,AAPL191220C00195000,08/29/2019,22.26,0.7096,39.7149,100,1
AAPL,209.01,AAPL191220P00195000,08/29/2019,7.75,-0.2999,40.3102,100,-1
AAPL,209.01,AAPL191220C00200000,08/29/2019,18.7,0.6559,42.681,100,1
AAPL,209.01,AAPL191220P00200000,08/29/2019,9.76,-0.3502,42.9574,100,-1
AAPL,209.01,AAPL191220C00205000,08/29/2019,15.5,0.5975,44.8697,100,-1
AAPL,209.01,AAPL191220P00205000,08/29/2019,11.35,-0.4044,44.9236,100,-1
AAPL,209.01,AAPL191220C00210000,08/29/2019,12.7,0.5365,46.0638,100,1
AAPL,209.01,AAPL191220P00210000,08/29/2019,13.4,-0.4616,46.0429,100,1
AAPL,209.01,AAPL191220C00215000,08/29/2019,10.22,0.474,46.1596,100,-1
AAPL,209.01,AAPL191220P00215000,08/29/2019,18.25,-0.5204,46.1971,100,1
AAPL,209.01,AAPL191220C00220000,08/29/2019,8.2,0.4104,45.0857,100,1
AAPL,209.01,AAPL191220P00220000,08/29/2019,21.5,-0.579,45.3489,100,-1
AAPL,209.01,AAPL191220C00225000,08/29/2019,6.4,0.3464,42.7875,100,1
AAPL,209.01,AAPL191220P00225000,08/29/2019,25.8,-0.6358,43.551,100,1
AAPL,209.01,AAPL191220C00230000,08/29/2019,4.9,0.2907,39.7336,100,-1
AAPL,209.01,AAPL191220P00230000,08/29/2019,26.1,-0.6872,41.0637,100,-1
AAPL,209.01,AAPL191220C00235000,08/29/2019,3.7,0.2349,35.6266,100,-1
AAPL,209.01,AAPL191220P00235000,08/29/2019,31.35,-0.7367,37.8519,100,-1
AAPL,209.01,AAPL191220C00240000,08/29/2019,2.68,0.1871,31.1729,100,1
AAPL,209.01,AAPL191220P00240000,08/29/2019,39.48,-0.7776,34.5423,100,-1
AAPL,209.01,AAPL191220C00245000,08/29/2019,1.97,0.1488,26.8864,100,1
AAPL,209.01,AAPL191220P00245000,08/29/2019,40.59,-0.8192,30.5137,100,-1
AAPL,209.01,AAPL191220C00250000,08/29/2019,1.45,0.115,22.5075,100,1
AAPL,209.01,AAPL191220P00250000,08/29/2019,48.65,-0.8524,26.7433,100,-1
AAPL,209.01,AAPL191220C00255000,08/29/2019,1.04,0.0883,18.5671,100,-1
AAPL,209.01,AAPL191220P00255000,08/29/2019,43.25,-0.8868,22.2542,100,-1
AAPL,209.01,AAPL191220C00260000,08/29/2019,0.73,0.0668,15.0138,100,1
AAPL,209.01,AAPL191220P00260000,08/29/2019,48.05,-0.9098,18.8552,100,-1
AAPL,209.01,AAPL191220C00265000,08/29/2019,0.55,0.0504,12.0386,100,1
AAPL,209.01,AAPL191220P00265000,08/29/2019,0,-0.9289,15.7647,100,1
AAPL,209.01,AAPL191220C00270000,08/29/2019,0.42,0.0383,9.6438,100,1
AAPL,209.01,AAPL191220P00270000,08/29/2019,0,-0.9444,13.0175,100,-1
AAPL,209.01,AAPL191220C00275000,08/29/2019,0.4,0.0297,7.8181,100,1
AAPL,209.01,AAPL191220P00275000,08/29/2019,0,-0.9569,10.6237,100,1
AAPL,209.01,AAPL191220C00280000,08/29/2019,0.24,0.0231,6.3358,100,1
AAPL,209.01,AAPL191220P00280000,08/29/2019,0,-0.9668,8.575,100,1
AAPL,209.01,AAPL191220C00285000,08/29/2019,0,0.0177,5.067,100,-1
AAPL,209.01,AAPL191220P00285000,08/29/2019,0,-0.9747,6.8499,100,-1
AAPL,209.01,AAPL191220C00290000,08/29/2019,0.16,0.0152,4.4532,100,-1
AAPL,209.01,AAPL191220P00290000,08/29/2019,0,-0.9808,5.4186,100,-1
AAPL,209.01,AAPL191220C00295000,08/29/2019,0.11,0.0122,3.6692,100,1
AAPL,209.01,AAPL191220P00295000,08/29/2019,0,-0.9856,4.2471,100,1
AAPL,209.01,AAPL191220C00300000,08/29/2019,0.13,0.0102,3.1366,100,-1
AAPL,209.01,AAPL191220P00300000,08/29/2019,0,-0.9892,3.3001,100,-1
AAPL,209.01,AAPL200117C00050000,08/29/2019,156.5,1,0,100,-1
AAPL,209.01,AAPL200117P00050000,08/29/2019,0.01,0,0,100,-1
AAPL,209.01,AAPL200117C00055000,08/29/2019,148.11,1,0,100,1
AAPL,209.01,AAPL200117P00055000,08/29/2019,0.03,0,0.0001,100,-1
AAPL,209.01,AAPL200117C00060000,08/29/2019,143.09,1,0,100,-1
AAPL,209.01,AAPL200117P00060000,08/29/2019,0.03,0,0.0004,100,-1
AAPL,209.01,AAPL200117C00065000,08/29/2019,137.25,1,0,100,-1
AAPL,209.01,AAPL200117P00065000,08/29/2019,0.06,0,0.0018,100,1
AAPL,209.01,AAPL200117C00070000,08/29/2019,138.97,1,0,100,1
AAPL,209.01,AAPL200117P00070000,08/29/2019,0.03,0,0.006,100,1
AAPL,209.01,AAPL200117C00075000,08/29/2019,127.2,1,0,100,1
AAPL,209.01,AAPL200117P00075000,08/29/2019,0,0,0.0175,100,-1
AAPL,209.01,AAPL200117C00080000,08/29/2019,130.2,1,0,100,-1
AAPL,209.01,AAPL200117P00080000,08/29/2019,0.05,-0.0001,0.0445,100,1
AAPL,209.01,AAPL200117C00085000,08/29/2019,117.5,1,0,100,-1
AAPL,209.01,AAPL200117P00085000,08/29/2019,0.08,-0.0002,0.1017,100,-1
AAPL,209.01,AAPL200117C00090000,08/29/2019,123.45,1,0.0001,100,-1
AAPL,209.01,AAPL200117P00090000,08/29/2019,0.11,-0.0005,0.2113,100,-1
AAPL,209.01,AAPL200117C00095000,08/29/2019,116.8,1,0.0006,100,1
AAPL,209.01,AAPL200117P00095000,08/29/2019,0.17,-0.0009,0.4047,100,-1
AAPL,209.01,AAPL200117C00100000,08/29/2019,109.25,1,0.0024,100,1
AAPL,209.01,AAPL200117P00100000,08/29/2019,0.18,-0.0017,0.722,100,1
AAPL,209.01,AAPL200117C00105000,08/29/2019,98.1,1,0.0082,100,1
AAPL,209.01,AAPL200117P00105000,08/29/2019,0.26,-0.0031,1.2101,100,1
AAPL,209.01,AAPL200117C00110000,08/29/2019,95.24,1,0.0248,100,1
AAPL,209.01,AAPL200117P00110000,08/29/2019,0.3,-0.0051,1.9197,100,-1
AAPL,209.01,AAPL200117C00115000,08/29/2019,97.26,0.9999,0.0665,100,-1
AAPL,209.01,AAPL200117P00115000,08/29/2019,0.33,-0.0082,2.9004,100,-1
AAPL,209.01,AAPL200117C00120000,08/29/2019,86.71,0.9997,0.1606,100,-1
AAPL,209.01,AAPL200117P00120000,08/29/2019,0.53,-0.0125,4.1959,100,1
AAPL,209.01,AAPL200117C00125000,08/29/2019,84.34,0.9992,0.3527,100,-1
AAPL,209.01,AAPL200117P00125000,08/29/2019,0,-0.0184,5.8385,100,1
AAPL,209.01,AAPL200117C00130000,08/29/2019,79.83,0.9983,0.7114,100,1
AAPL,209.01,AAPL200117P00130000,08/29/2019,0.64,-0.0261,7.8456,100,1
AAPL,209.01,AAPL200117C00135000,08/29/2019,77.59,0.9966,1.3288,100,1
AAPL,209.01,AAPL200117P00135000,08/29/2019,0.79,-0.0316,9.2123,100,1
AAPL,209.01,AAPL200117C00140000,08/29/2019,69.92,0.9937,2.3159,100,1
AAPL,209.01,AAPL200117P00140000,08/29/2019,0.95,-0.0404,11.2564,100,-1
AAPL,209.01,AAPL200117C00145000,08/29/2019,65.17,0.9889,3.7907,100,1
AAPL,209.01,AAPL200117P00145000,08/29/2019,1.14,-0.0483,13.0041,100,-1
AAPL,209.01,AAPL200117C00150000,08/29/2019,61,0.9815,5.8603,100,-1
AAPL,209.01,AAPL200117P00150000,08/29/2019,1.44,-0.0613,15.6901,100,-1
AAPL,209.01,AAPL200117C00155000,08/29/2019,56.5,0.9709,8.6002,100,-1
AAPL,209.01,AAPL200117P00155000,08/29/2019,1.8,-0.0747,18.2833,100,-1
AAPL,209.01,AAPL200117C00160000,08/29/2019,51.3,0.9561,12.0349,100,1
AAPL,209.01,AAPL200117P00160000,08/29/2019,2.24,-0.0905,21.1403,100,1
AAPL,209.01,AAPL200117C00165000,08/29/2019,47,0.9366,16.1231,100,1
AAPL,209.01,AAPL200117P00165000,08/29/2019,2.64,-0.1087,24.1542,100,1
AAPL,209.01,AAPL200117C00170000,08/29/2019,42.7,0.9117,20.7535,100,-1
AAPL,209.01,AAPL200117P00170000,08/29/2019,3.35,-0.1324,27.7605,100,1
AAPL,209.01,AAPL200117C00175000,08/29/2019,38.55,0.8812,25.749,100,-1
AAPL,209.01,AAPL200117P00175000,08/29/2019,4,-0.1587,31.3686,100,1
AAPL,209.01,AAPL200117C00180000,08/29/2019,34.3,0.845,30.8825,100,-1
AAPL,209.01,AAPL200117P00180000,08/29/2019,4.9,-0.1892,35.0773,100,-1
AAPL,209.01,AAPL200117C00185000,08/29/2019,29.7,0.789,37.4515,100,-1
AAPL,209.01,AAPL200117P00185000,08/29/2019,5.98,-0.2237,38.7405,100,-1
AAPL,209.01,AAPL200117C00190000,08/29/2019,26.95,0.7479,41.3685,100,-1
AAPL,209.01,AAPL200117P00190000,08/29/2019,7.1,-0.2631,42.296,100,1
AAPL,209.01,AAPL200117C00195000,08/29/2019,23.35,0.7011,44.984,100,-1
AAPL,209.01,AAPL200117P00195000,08/29/2019,8.75,-0.3064,45.4861,100,-1
AAPL,209.01,AAPL200117C00200000,08/29/2019,20.02,0.6519,47.9089,100,1
AAPL,209.01,AAPL200117P00200000,08/29/2019,10.45,-0.3532,48.1595,100,1
AAPL,209.01,AAPL200117C00205000,08/29/2019,17.1,0.5987,50.1111,100,1
AAPL,209.01,AAPL200117P00205000,08/29/2019,12.45,-0.403,50.1651,100,1
AAPL,209.01,AAPL200117C00210000,08/29/2019,14.27,0.5432,51.3987,100,1
AAPL,209.01,AAPL200117P00210000,08/29/2019,14.75,-0.455,51.3729,100,1
AAPL,209.01,AAPL200117C00215000,08/29/2019,11.7,0.4858,51.6698,100,-1
AAPL,209.01,AAPL200117P00215000,08/29/2019,17.15,-0.5087,51.69,100,1
AAPL,209.01,AAPL200117C00220000,08/29/2019,9.55,0.4278,50.8536,100,-1
AAPL,209.01,AAPL200117P00220000,08/29/2019,19.8,-0.5624,51.0681,100,1
AAPL,209.01,AAPL200117C00225000,08/29/2019,7.6,0.3721,49.0208,100,1
AAPL,209.01,AAPL200117P00225000,08/29/2019,22.95,-0.6142,49.5676,100,1
AAPL,209.01,AAPL200117C00230000,08/29/2019,6.13,0.3167,46.1418,100,-1
AAPL,209.01,AAPL200117P00230000,08/29/2019,0,-0.6636,47.2932,100,-1
AAPL,209.01,AAPL200117C00235000,08/29/2019,4.75,0.2662,42.5451,100,1
AAPL,209.01,AAPL200117P00235000,08/29/2019,34.65,-0.7084,44.4763,100,1
AAPL,209.01,AAPL200117C00240000,08/29/2019,3.6,0.2154,37.9065,100,1
AAPL,209.01,AAPL200117P00240000,08/29/2019,34.2,-0.7522,40.9881,100,1
AAPL,209.01,AAPL200117C00245000,08/29/2019,2.7,0.1773,33.6817,100,1
AAPL,209.01,AAPL200117P00245000,08/29/2019,39.2,-0.7807,38.2987,100,1
AAPL,209.01,AAPL200117C00250000,08/29/2019,2.07,0.1418,29.1,100,-1
AAPL,209.01,AAPL200117P00250000,08/29/2019,43.75,-0.822,33.7658,100,1
AAPL,209.01,AAPL200117C00255000,08/29/2019,1.51,0.1103,24.4151,100,1
AAPL,209.01,AAPL200117P00255000,08/29/2019,48.8,-0.8498,30.2483,100,1
AAPL,209.01,AAPL200117C00260000,08/29/2019,1.17,0.0898,21.0143,100,-1
AAPL,209.01,AAPL200117P00260000,08/29/2019,56.1,-0.8705,27.3502,100,-1
AAPL,209.01,AAPL200117C00265000,08/29/2019,0.86,0.0693,17.2712,100,-1
AAPL,209.01,AAPL200117P00265000,08/29/2019,57.1,-0.8837,25.3568,100,1
AAPL,209.01,AAPL200117C00270000,08/29/2019,0.6,0.0543,14.2764,100,-1
AAPL,209.01,AAPL200117P00270000,08/29/2019,58.81,-0.8941,23.7195,100,1
AAPL,209.01,AAPL200117C00275000,08/29/2019,0.47,0.0428,11.8064,100,-1
AAPL,209.01,AAPL200117P00275000,08/29/2019,0,-0.9023,22.367,100,1
AAPL,209.01,AAPL200117C00280000,08/29/2019,0.39,0.0342,9.8299,100,1
AAPL,209.01,AAPL200117P00280000,08/29/2019,105.8,-0.9045,21.9838,100,-1
AAPL,209.01,AAPL200117C00285000,08/29/2019,0.39,0.027,8.0796,100,-1
AAPL,209.01,AAPL200117P00285000,08/29/2019,0,-0.9186,19.5205,100,1
AAPL,209.01,AAPL200117C00290000,08/29/2019,0.25,0.0211,6.5545,100,-1
AAPL,209.01,AAPL200117P00290000,08/29/2019,117.87,-0.9308,17.2389,100,-1
AAPL,209.01,AAPL200117C00300000,08/29/2019,0.16,0.0144,4.7345,100,-1
AAPL,209.01,AAPL200117P00300000,08/29/2019,95.54,-0.9506,13.2424,100,-1
AAPL,209.01,AAPL200117C00310000,08/29/2019,0.1,0.0082,2.9147,100,1
AAPL,209.01,AAPL200117P00310000,08/29/2019,138.93,-0.9651,9.9877,100,1
AAPL,209.01,AAPL200117C00320000,08/29/2019,0.09,0.0044,1.6615,100,-1
AAPL,209.01,AAPL200117P00320000,08/29/2019,149.95,-0.9756,7.411,100,-1
AAPL,209.01,AAPL200117C00330000,08/29/2019,0.08,0.0024,0.9663,100,-1
AAPL,209.01,AAPL200117P00330000,08/29/2019,159.95,-0.9832,5.4197,100,-1
AAPL,209.01,AAPL200117C00340000,08/29/2019,0.06,0.0013,0.5499,100,1
AAPL,209.01,AAPL200117P00340000,08/29/2019,136.22,-0.9885,3.9123,100,1
AAPL,209.01,AAPL200320C00105000,08/29/2019,0,0.9997,0.1649,100,1
AAPL,209.01,AAPL200320P00105000,08/29/2019,0,-0.0138,5.4862,100,1
AAPL,209.01,AAPL200320C00110000,08/29/2019,97.68,0.9994,0.3452,100,-1
AAPL,209.01,AAPL200320P00110000,08/29/2019,0.6,-0.0172,6.6282,100,-1
AAPL,209.01,AAPL200320C00115000,08/29/2019,0,0.9987,0.6678,100,1
AAPL,209.01,AAPL200320P00115000,08/29/2019,0,-0.0212,7.9449,100,1
AAPL,209.01,AAPL200320C00120000,08/29/2019,0,0.9975,1.2047,100,1
AAPL,209.01,AAPL200320P00120000,08/29/2019,0.88,-0.0259,9.3987,100,1
AAPL,209.01,AAPL200320C00125000,08/29/2019,0,0.9955,2.041,100,1
AAPL,209.01,AAPL200320P00125000,08/29/2019,0.9,-0.0317,11.1214,100,-1
AAPL,209.01,AAPL200320C00130000,08/29/2019,0,0.9924,3.2686,100,1
AAPL,209.01,AAPL200320P00130000,08/29/2019,1.31,-0.0377,12.7975,100,1
AAPL,209.01,AAPL200320C00135000,08/29/2019,0,0.9877,4.9757,100,-1
AAPL,209.01,AAPL200320P00135000,08/29/2019,1.53,-0.0474,15.4065,100,1
AAPL,209.01,AAPL200320C00140000,08/29/2019,72.15,0.981,7.2349,100,1
AAPL,209.01,AAPL200320P00140000,08/29/2019,1.83,-0.0555,17.4894,100,1
AAPL,209.01,AAPL200320C00145000,08/29/2019,58.78,0.9718,10.0915,100,1
AAPL,209.01,AAPL200320P00145000,08/29/2019,2,-0.0669,20.2186,100,1
AAPL,209.01,AAPL200320C00150000,08/29/2019,63.25,0.9596,13.5537,100,-1
AAPL,209.01,AAPL200320P00150000,08/29/2019,2.4,-0.0803,23.2665,100,1
AAPL,209.01,AAPL200320C00155000,08/29/2019,51.35,0.9446,17.4631,100,1
AAPL,209.01,AAPL200320P00155000,08/29/2019,3.45,-0.0959,26.551,100,1
AAPL,209.01,AAPL200320C00160000,08/29/2019,52.5,0.926,21.8468,100,1
AAPL,209.01,AAPL200320P00160000,08/29/2019,3.42,-0.1155,30.3684,100,-1
AAPL,209.01,AAPL200320C00165000,08/29/2019,43.1,0.9084,25.6571,100,-1
AAPL,209.01,AAPL200320P00165000,08/29/2019,4.78,-0.1359,34.0193,100,1
AAPL,209.01,AAPL200320C00170000,08/29/2019,44.1,0.8782,31.5414,100,1
AAPL,209.01,AAPL200320P00170000,08/29/2019,4.89,-0.1587,37.7579,100,1
AAPL,209.01,AAPL200320C00175000,08/29/2019,37.75,0.8267,39.9692,100,1
AAPL,209.01,AAPL200320P00175000,08/29/2019,5.85,-0.1851,41.6532,100,-1
AAPL,209.01,AAPL200320C00180000,08/29/2019,36.01,0.8071,42.7239,100,-1
AAPL,209.01,AAPL200320P00180000,08/29/2019,7.13,-0.2188,46.0431,100,1
AAPL,209.01,AAPL200320C00185000,08/29/2019,32.5,0.7709,47.2709,100,1
AAPL,209.01,AAPL200320P00185000,08/29/2019,8.25,-0.2463,49.1817,100,1
AAPL,209.01,AAPL200320C00190000,08/29/2019,29,0.7322,51.368,100,-1
AAPL,209.01,AAPL200320P00190000,08/29/2019,9.8,-0.2812,52.6208,100,1
AAPL,209.01,AAPL200320C00195000,08/29/2019,25.85,0.6916,54.9133,100,1
AAPL,209.01,AAPL200320P00195000,08/29/2019,11.45,-0.3185,55.6802,100,1
AAPL,209.01,AAPL200320C00200000,08/29/2019,22.76,0.6484,57.8795,100,1
AAPL,209.01,AAPL200320P00200000,08/29/2019,13.2,-0.358,58.2485,100,1
AAPL,209.01,AAPL200320C00205000,08/29/2019,19.89,0.6026,60.164,100,1
AAPL,209.01,AAPL200320P00205000,08/29/2019,15.5,-0.3991,60.2348,100,-1
AAPL,209.01,AAPL200320C00210000,08/29/2019,17.06,0.5556,61.6294,100,-1
AAPL,209.01,AAPL200320P00210000,08/29/2019,17.73,-0.4415,61.5641,100,1
AAPL,209.01,AAPL200320C00215000,08/29/2019,14.51,0.5079,62.2229,100,1
AAPL,209.01,AAPL200320P00215000,08/29/2019,22.05,-0.4847,62.1895,100,1
AAPL,209.01,AAPL200320C00220000,08/29/2019,12.5,0.4602,61.9255,100,-1
AAPL,209.01,AAPL200320P00220000,08/29/2019,24.81,-0.5278,62.0836,100,-1
AAPL,209.01,AAPL200320C00225000,08/29/2019,10.65,0.4131,60.7543,100,1
AAPL,209.01,AAPL200320P00225000,08/29/2019,28.45,-0.5698,61.2792,100,1
AAPL,209.01,AAPL200320C00230000,08/29/2019,9,0.3673,58.7606,100,-1
AAPL,209.01,AAPL200320P00230000,08/29/2019,33.3,-0.6102,59.8442,100,1
AAPL,209.01,AAPL200320C00235000,08/29/2019,7.32,0.3215,55.8994,100,-1
AAPL,209.01,AAPL200320P00235000,08/29/2019,32.3,-0.6483,57.8842,100,-1
AAPL,209.01,AAPL200320C00240000,08/29/2019,5.95,0.2817,52.6655,100,1
AAPL,209.01,AAPL200320P00240000,08/29/2019,41.51,-0.6845,55.4556,100,-1
AAPL,209.01,AAPL200320C00245000,08/29/2019,4.93,0.2435,48.8743,100,-1
AAPL,209.01,AAPL200320P00245000,08/29/2019,45.2,-0.7168,52.7985,100,-1
AAPL,209.01,AAPL200320C00250000,08/29/2019,4.02,0.2083,44.7491,100,-1
AAPL,209.01,AAPL200320P00250000,08/29/2019,45.37,-0.7459,50.0045,100,1
AAPL,209.01,AAPL200320C00255000,08/29/2019,3.25,0.1767,40.4601,100,-1
AAPL,209.01,AAPL200320P00255000,08/29/2019,0,-0.7716,47.1814,100,-1
AAPL,209.01,AAPL200320C00260000,08/29/2019,2.65,0.1491,36.2243,100,1
AAPL,209.01,AAPL200320P00260000,08/29/2019,45.4,-0.79,44.956,100,1
AAPL,209.01,AAPL200320C00265000,08/29/2019,2.06,0.1252,32.1409,100,1
AAPL,209.01,AAPL200320P00265000,08/29/2019,55.65,-0.8041,43.1362,100,1
AAPL,209.01,AAPL200320C00270000,08/29/2019,1.66,0.1051,28.3926,100,-1
AAPL,209.01,AAPL200320P00270000,08/29/2019,60.2,-0.8271,39.9044,100,1
AAPL,209.01,AAPL200320C00275000,08/29/2019,1.38,0.0884,25.007,100,1
AAPL,209.01,AAPL200320P00275000,08/29/2019,0,-0.8402,37.9326,100,-1
AAPL,209.01,AAPL200320C00280000,08/29/2019,1.1,0.0725,21.5081,100,-1
AAPL,209.01,AAPL200320P00280000,08/29/2019,0,-0.8507,36.265,100,1
AAPL,209.01,AAPL200320C00285000,08/29/2019,0.96,0.0612,18.8662,100,-1
AAPL,209.01,AAPL200320P00285000,08/29/2019,0,-0.8579,35.0661,100,-1
AAPL,209.01,AAPL200320C00290000,08/29/2019,0.77,0.0516,16.4972,100,1
AAPL,209.01,AAPL200320P00290000,08/29/2019,0,-0.8631,34.2025,100,1
AAPL,209.01,AAPL200320C00295000,08/29/2019,0.54,0.0431,14.2747,100,1
AAPL,209.01,AAPL200320P00295000,08/29/2019,0,-0.8655,33.781,100,1
AAPL,209.01,AAPL200320C00300000,08/29/2019,0.52,0.0363,12.4328,100,-1
AAPL,209.01,AAPL200320P00300000,08/29/2019,0,-0.866,33.6945,100,1
AAPL,209.01,AAPL200417C00105000,08/29/2019,0,0.9996,0.2298,100,1
AAPL,209.01,AAPL200417P00105000,08/29/2019,0.55,-0.0102,4.4974,100,1
AAPL,209.01,AAPL200417C00110000,08/29/2019,0,0.9992,0.464,100,-1
AAPL,209.01,AAPL200417P00110000,08/29/2019,0.65,-0.0147,6.2002,100,1
AAPL,209.01,AAPL200417C00115000,08/29/2019,0,0.9984,0.8695,100,-1
AAPL,209.01,AAPL200417P00115000,08/29/2019,0,-0.0206,8.2675,100,-1
AAPL,209.01,AAPL200417C00120000,08/29/2019,0,0.997,1.5243,100,1
AAPL,209.01,AAPL200417P00120000,08/29/2019,0.61,-0.028,10.7016,100,1
AAPL,209.01,AAPL200417C00125000,08/29/2019,0,0.9947,2.5181,100,1
AAPL,209.01,AAPL200417P00125000,08/29/2019,0,-0.0353,12.9466,100,1
AAPL,209.01,AAPL200417C00130000,08/29/2019,0,0.9913,3.9432,100,-1
AAPL,209.01,AAPL200417P00130000,08/29/2019,1.12,-0.0429,15.1707,100,1
AAPL,209.01,AAPL200417C00135000,08/29/2019,0,0.9861,5.8849,100,1
AAPL,209.01,AAPL200417P00135000,08/29/2019,1.2,-0.0503,17.2378,100,-1
AAPL,209.01,AAPL200417C00140000,08/29/2019,0,0.979,8.4087,100,-1
AAPL,209.01,AAPL200417P00140000,08/29/2019,1.4,-0.0606,19.9674,100,-1
AAPL,209.01,AAPL200417C00145000,08/29/2019,0,0.9693,11.5499,100,-1
AAPL,209.01,AAPL200417P00145000,08/29/2019,2.52,-0.0737,23.2352,100,1
AAPL,209.01,AAPL200417C00150000,08/29/2019,58.55,0.9566,15.3053,100,1
AAPL,209.01,AAPL200417P00150000,08/29/2019,1.9,-0.0862,26.1554,100,-1
AAPL,209.01,AAPL200417C00155000,08/29/2019,0,0.9412,19.507,100,1
AAPL,209.01,AAPL200417P00155000,08/29/2019,3.75,-0.1034,29.9176,100,1
AAPL,209.01,AAPL200417C00160000,08/29/2019,52.9,0.9401,19.8001,100,-1
AAPL,209.01,AAPL200417P00160000,08/29/2019,4.75,-0.1219,33.656,100,-1
AAPL,209.01,AAPL200417C00165000,08/29/2019,0,0.8967,29.9085,100,-1
AAPL,209.01,AAPL200417P00165000,08/29/2019,5.25,-0.1427,37.5186,100,-1
AAPL,209.01,AAPL200417C00170000,08/29/2019,0,0.8691,35.3665,100,1
AAPL,209.01,AAPL200417P00170000,08/29/2019,6.3,-0.1658,41.4315,100,-1
AAPL,209.01,AAPL200417C00175000,08/29/2019,0,0.837,40.9805,100,-1
AAPL,209.01,AAPL200417P00175000,08/29/2019,6.5,-0.1908,45.2658,100,1
AAPL,209.01,AAPL200417C00180000,08/29/2019,0,0.8022,46.2724,100,1
AAPL,209.01,AAPL200417P00180000,08/29/2019,7.8,-0.2192,49.1625,100,1
AAPL,209.01,AAPL200417C00185000,08/29/2019,0,0.7673,50.855,100,1
AAPL,209.01,AAPL200417P00185000,08/29/2019,9.8,-0.2505,52.9346,100,1
AAPL,209.01,AAPL200417C00190000,08/29/2019,26.33,0.7301,55.0031,100,-1
AAPL,209.01,AAPL200417P00190000,08/29/2019,10.35,-0.2842,56.4142,100,1
AAPL,209.01,AAPL200417C00195000,08/29/2019,25.39,0.6904,58.6712,100,-1
AAPL,209.01,AAPL200417P00195000,08/29/2019,11.85,-0.3199,59.5006,100,1
AAPL,209.01,AAPL200417C00200000,08/29/2019,21.97,0.6483,61.7418,100,-1
AAPL,209.01,AAPL200417P00200000,08/29/2019,14.1,-0.3576,62.1071,100,-1
AAPL,209.01,AAPL200417C00205000,08/29/2019,20.83,0.605,64.0713,100,-1
